Date,AAPL,AMZN,GOOGL,MSFT,NVDA
2015-01-02,24.237550735473633,15.425999641418457,26.29613494873047,39.933040618896484,0.4830383360385895
2015-01-05,23.554744720458984,15.10949993133545,25.795087814331055,39.56583786010742,0.47487974166870117
2015-01-06,23.556961059570312,14.76449966430664,25.158479690551758,38.985107421875,0.46048209071159363
2015-01-07,23.88727569580078,14.920999526977539,25.084489822387695,39.480430603027344,0.45928236842155457
2015-01-08,24.80508804321289,15.02299976348877,25.17188835144043,40.64188003540039,0.47655946016311646
2015-01-09,24.83168601989746,14.846500396728516,24.864505767822266,40.30027770996094,0.4784790277481079
2015-01-12,24.219820022583008,14.570500373840332,24.682762145996094,39.796424865722656,0.47248002886772156
2015-01-13,24.434860229492188,14.737000465393066,24.91813850402832,39.591461181640625,0.47176021337509155
2015-01-14,24.341751098632812,14.66349983215332,25.12322425842285,39.24985885620117,0.4736798107624054
2015-01-15,23.681100845336914,14.34749984741211,25.027877807617188,38.839935302734375,0.4703204333782196
2015-01-16,23.497102737426758,14.536999702453613,25.34817123413086,39.488975524902344,0.47895902395248413
2015-01-20,24.102319717407227,14.472000122070312,25.322349548339844,39.617061614990234,0.4803987741470337
2015-01-21,24.28632354736328,14.862500190734863,25.84126853942871,39.215702056884766,0.48711758852005005
2015-01-22,24.918142318725586,15.515999794006348,26.68097686767578,40.2490348815918,0.4955160915851593
2015-01-23,25.046722412109375,15.619500160217285,26.91188621520996,40.291748046875,0.4969560503959656
2015-01-26,25.073326110839844,15.482999801635742,26.652179718017578,40.14654541015625,0.4947963356971741
2015-01-27,24.195430755615234,15.337499618530273,25.880996704101562,36.4316520690918,0.4710403382778168
2015-01-28,25.56326675415039,15.195500373840332,25.44599723815918,35.17627716064453,0.46336162090301514
2015-01-29,26.359146118164062,15.58899974822998,25.4857234954834,35.87655258178711,0.47463974356651306
2015-01-30,25.9733943939209,17.726499557495117,26.693391799926758,34.501617431640625,0.46072208881378174
2015-02-02,26.29928207397461,18.223499298095703,26.427724838256836,35.25313949584961,0.4708004295825958
2015-02-03,26.303712844848633,18.177499771118164,26.48234748840332,35.52641677856445,0.48255839943885803
2015-02-04,26.505455017089844,18.237499237060547,26.124813079833984,35.73137664794922,0.48375821113586426
2015-02-05,26.694639205932617,18.694499969482422,26.31003761291504,36.252315521240234,0.49167683720588684
2015-02-06,26.469846725463867,18.714000701904297,26.511152267456055,36.21815490722656,0.48951712250709534
2015-02-09,26.64567756652832,18.527999877929688,26.282724380493164,36.17546463012695,0.4890371859073639
2015-02-10,27.157577514648438,18.649999618530273,26.822998046875,36.38041687011719,0.5027150511741638
2015-02-11,27.794118881225586,18.756999969482422,26.71573829650879,36.192527770996094,0.49935558438301086
2015-02-12,28.145774841308594,18.85849952697754,27.113494873046875,36.79888153076172,0.5351096391677856
2015-02-13,28.283761978149414,19.09149932861328,27.369232177734375,37.464988708496094,0.5353496074676514
2015-02-17,28.450695037841797,18.771499633789062,27.0638370513916,37.48219299316406,0.5370290279388428
2015-02-18,28.648773193359375,18.668500900268555,26.946643829345703,37.43918991088867,0.5307902693748474
2015-02-19,28.58867645263672,18.950000762939453,27.135345458984375,37.41339874267578,0.5322300791740417
2015-02-20,28.822378158569336,19.183000564575195,26.904436111450195,37.7230110168457,0.5360694527626038
2015-02-23,29.60135841369629,19.006999969482422,26.56676483154297,37.97243881225586,0.5317502021789551
2015-02-24,29.416627883911133,18.929500579833984,26.748016357421875,37.92082595825195,0.5374109148979187
2015-02-25,28.664356231689453,19.26849937438965,27.17904281616211,37.834835052490234,0.5333157777786255
2015-02-26,29.027135848999023,19.239999771118164,27.772945404052734,37.8950309753418,0.5347611904144287
2015-02-27,28.590906143188477,19.007999420166016,27.938804626464844,37.714412689208984,0.5313889384269714
2015-03-02,28.731121063232422,19.283000946044922,28.554059982299805,37.74021530151367,0.5443963408470154
2015-03-03,28.791215896606445,19.230499267578125,28.741270065307617,37.22417068481445,0.5342793464660645
2015-03-04,28.60870361328125,19.13599967956543,28.718425750732422,37.03495788574219,0.5403014421463013
2015-03-05,28.134647369384766,19.39150047302246,28.87236213684082,37.077964782714844,0.5506593585014343
2015-03-06,28.176929473876953,19.004499435424805,28.44878578186035,36.43291091918945,0.5431919693946838
2015-03-09,28.297119140625,18.92799949645996,28.50837516784668,36.854339599609375,0.5446374416351318
2015-03-10,27.711772918701172,18.475500106811523,27.80075454711914,36.1490592956543,0.5540316104888916
2015-03-11,27.206539154052734,18.318500518798828,27.594179153442383,36.106075286865234,0.5511412024497986
2015-03-12,27.69841194152832,18.711999893188477,27.86630630493164,35.280399322509766,0.5460825562477112
2015-03-13,27.507003784179688,18.52899932861328,27.460603713989258,35.590030670166016,0.5468054413795471
2015-03-16,27.809696197509766,18.667499542236328,27.889646530151367,35.744842529296875,0.5533090233802795
2015-03-17,28.274864196777344,18.59600067138672,27.689523696899414,35.86524963378906,0.5600539445877075
2015-03-18,28.5931339263916,18.756999969482422,28.114091873168945,36.553306579589844,0.5509001612663269
2015-03-19,28.377243041992188,18.66200065612793,27.990446090698242,36.37269973754883,0.5593312382698059
2015-03-20,28.02113914489746,18.92449951171875,28.05400848388672,36.88014221191406,0.5653531551361084
2015-03-23,28.312698364257812,18.75550079345703,28.074865341186523,36.86293411254883,0.5470459461212158
2015-03-24,28.196964263916016,18.704500198364258,28.67919921875,36.897335052490234,0.539578914642334
2015-03-25,27.46026611328125,18.54800033569336,28.155807495117188,35.6588249206543,0.5068185925483704
2015-03-26,27.65167808532715,18.36750030517578,27.988956451416016,35.443817138671875,0.5051323771476746
2015-03-27,27.431331634521484,18.527999877929688,27.686542510986328,35.237388610839844,0.5150087475776672
2015-03-30,28.125741958618164,18.72949981689453,27.86481475830078,35.22877883911133,0.5171766877174377
2015-03-31,27.693967819213867,18.604999542236328,27.545021057128906,34.97076416015625,0.5041690468788147
2015-04-01,27.65390396118164,18.51300048828125,27.286304473876953,35.02238082885742,0.5060960650444031
2015-04-02,27.892044067382812,18.612499237060547,26.88010597229004,34.65253829956055,0.5073003768920898
2015-04-06,28.34386444091797,18.851999282836914,27.011199951171875,35.736236572265625,0.5219943523406982
2015-04-07,28.045616149902344,18.720500946044922,27.0563907623291,35.71903610229492,0.5265712141990662
2015-04-08,27.954370498657227,19.059999465942383,27.2540225982666,35.62441635131836,0.5304252505302429
2015-04-09,28.16803550720215,19.177000045776367,27.213306427001953,35.676021575927734,0.5427103042602539
2015-04-10,28.288219451904297,19.13249969482422,27.23912811279297,35.882442474365234,0.5482505559921265
2015-04-13,28.23257064819336,19.118000030517578,27.24409294128418,35.91685485839844,0.5431919693946838
2015-04-14,28.110164642333984,19.25550079345703,26.804128646850586,35.822242736816406,0.5386151075363159
2015-04-15,28.21699333190918,19.172500610351562,26.86669921875,36.34688949584961,0.5451192259788513
2015-04-16,28.08122444152832,19.302000045776367,26.98984718322754,36.260887145996094,0.5417470335960388
2015-04-17,27.765180587768555,18.777999877929688,26.454540252685547,35.79644012451172,0.5347611904144287
2015-04-20,28.39950180053711,19.475500106811523,27.040002822875977,36.90593719482422,0.532111406326294
2015-04-21,28.24593162536621,19.55900001525879,26.960052490234375,36.67372131347656,0.5313889384269714
2015-04-22,28.626516342163086,19.489999771118164,27.270910263061523,36.974761962890625,0.5374109148979187
2015-04-23,28.860214233398438,19.499500274658203,27.682071685791016,37.27577209472656,0.5352427363395691
2015-04-24,28.9959774017334,22.2549991607666,28.48652458190918,41.17192840576172,0.5306661128997803
2015-04-27,29.523460388183594,21.92799949645996,28.11210823059082,41.309539794921875,0.5347611904144287
2015-04-28,29.058300018310547,21.465499877929688,28.02520751953125,42.28143310546875,0.5374109148979187
2015-04-29,28.630962371826172,21.4685001373291,27.877227783203125,42.1954231262207,0.5333157777786255
2015-04-30,27.854215621948242,21.089000701904297,27.25054931640625,41.834190368652344,0.5347611904144287
